UIN,Incident_month,Incident_year,Victim_injury,State,Location,Latitude,Longitude,Site_category,Shark_common_name,Provoked_unprovoked,No_sharks,Victim_activity,Shark_behaviour,Victim_aware_of_shark,Injury_location,Injury_severity,Victim_gender,Time_of_incident,Depth_of_incident_m,Data_source,Reference,
140,5,1903,uninjured,NSW,kiama,-34.66666667,150.85,coastal,whaler shark,provoked,1,diving,swam towards diver,Y,other: uninjured,,male,,11,media outlet,the mercury 9.5.1903,
141,3,1904,injured,QLD,"brisbane river, pinkenba",-27.41666667,153.1166667,river,bull shark,unprovoked,1,swimming,bit torso,,torso,minor lacerations,male,,0,media outlet,queensland figaro 31.3.1904,
142,3,1905,injured,NSW,lismore - wilsons river,-28.8,153.2666667,river,bull shark,unprovoked,1,swimming,bit victim on leg,,leg,minor lacerations,male,,,media outlet,the advertiser 31.3.1905,
143,12,1905,fatal,QLD,"badu island, torres strait",-10.2,142.15,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on leg,,thigh,major lacerations,male,,,media outlet,northern miner 13.12.1905,
144,1,1906,fatal,NSW,georges river,-33.98333333,151.0666667,river,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,1410,,media outlet,"coppleson, smh 29.1.1906",
145,4,1906,fatal,QLD,lizard island,-14.66666667,145.45,island open ocean,tiger shark,unprovoked,1,swimming,bit victim on arms,,arm,major lacerations,male,,,media outlet,morning post 20.4.1906,
146,8,1906,fatal,QLD,"torres strait, mabuiag island ",-9.95,142.1666667,island open ocean,tiger shark,provoked,1,snorkelling,bit diver on torso,,"arm, shoulder, torso",major lacerations,male,,,media outlet,maitland daily mercury 4.9.1906,
147,12,1906,uninjured,NSW,batemans bay,-35.7,150.1833333,coastal,wobbegong,unprovoked,1,motorised boating,bit clothing - pants,,other: uninjured,,male,,1,media outlet,barrier miner 19.12.1906,
148,2,1907,fatal,QLD,"townsville, ross creek",-19.25,146.8166667,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim from below,,,major lacerations,male,,,media outlet,brisbane courier 4.2.1907,
149,8,1907,injured,WA,"geraldton, murray island - off geraldton",-28.85,113.9,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on legs,,leg,major lacerations,male,,0,media outlet,cairns post 7.8.1907,
150,10,1907,injured,NSW,"merewether beach, newcastle",-32.93333333,151.75,coastal,white shark,unprovoked,1,swimming,bit victim on arm,N,"torso, shoulder",major lacerations,male,1000,,media outlet,"northern district surf lifesaver, the argus 14.10.1907",
151,12,1907,fatal,NSW,"middle harbour, sugarloaf bay, sydney",-33.78333333,151.2333333,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on body,N,torso,major lacerations,male,,,media outlet,"smh 23.12.1907, advertiser 23.12.1907",
152,1,1909,injured,NSW,"brisbane waters, woy woy",-33.48333333,151.3,estuary/harbour,bull shark,unprovoked,,swimming,,,,,male,,,book,"sharks & survival p.523, lone hand magazine 1.12.1909",
153,1,1910,fatal,NSW,newcastle harbour,-32.9,151.7666667,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,,,media outlet,"shark&survl, miners advocate 27.1.1910",
154,2,1910,injured,WA,bunbury ,-33.31666667,115.6166667,coastal,white shark,unprovoked,1,swimming,bit victim multiple times,,"shoulder, torso, leg",major lacerations,male,,,media outlet,the western mail 26.2.1910,
155,3,1910,uninjured,WA,cape leeuwin,-34.36666667,115.1166667,coastal,,unprovoked,1,swimming,bit shoe,,other: uninjured,,male,,0,media outlet,west australian 21.6.1910,
156,11,1910,injured,QLD,mackay (9 miles away),-21.16666667,149.2333333,island open ocean,,unprovoked,1,swimming,bit victim on foot,,foot,minor lacerations,male,,,media outlet,the advertiser 25.11.1910,
157,2,1911,uninjured,WA,legendre island,-20.38333333,116.8666667,coastal,tiger shark,unprovoked,1,swimming,several attempted bites,,other: uninjured,,male,,,media outlet,the advertiser 24.2.1911,
158,3,1911,fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,tiger shark,unprovoked,1,swimming,bit victim on uper thigh & torso,,"torso, thigh",major lacerations,male,,,media outlet,brisbane courier 28.3.1911,
159,10,1911,injured,QLD,cooktown (gbr),-15.48333333,145.4,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on legs,,leg,major lacerations,male,,,media outlet,cairns post 2.11.1911,
160,1,1912,injured,NSW,sydney (near),-33.83333333,151.1666667,coastal,dusky shark,unprovoked,1,swimming,bit victim on leg,N,"leg, pelvic region",major lacerations,male,,,book,"baldridge, shark.org.au, coppleson med journal 1933",
161,1,1912,fatal,NSW,"lane cove river, figtree, sydney",-33.81666667,151.15,river,bull shark,unprovoked,1,swimming,bit victim on leg,N,thigh,major lacerations,male,,,media outlet,"baldridge,green, stead 1963, smh 27.1.1912",
162,1,1912,fatal,QLD,"townsville, ross creek",-19.45,146.6,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,,leg,major lacerations,male,,,media outlet,the mercury 2.1.1912,
163,2,1912,uninjured,WA,bunbury harbour,-33.31666667,115.6333333,coastal,wobbegong,provoked,1,diving,,Y,other: uninjured,,male,,,media outlet,bunbury herald 17.2.1912,
164,2,1912,injured,SA,carpenters rocks,-37.58333333,140.3333333,coastal,white shark,provoked,1,fishing,bit victim on hand,,"arm, hand",major lacerations,male,,0,media outlet,register (adelaide),
165,2,1912,injured,NSW,"coogee beach, sydney",-33.91666667,151.25,coastal,white shark,unprovoked,1,swimming,bit victim on leg,N,"calf, foot",major lacerations,male,1600,,media outlet,"shark&survl, the argus 20.2.1912",
166,11,1912,injured,QLD,"moreton bay, sandgate, scroncliffe pier",-27.31666667,153.05,coastal,tiger shark,unprovoked,1,swimming,bit leg - swam away,,leg,major lacerations,male,1750,1.6,media outlet,brisbane telegraph 6.11.1912,
167,3,1913,injured,QLD,"torres strait, thursday/york island",-10.56666667,142.2166667,island open ocean,tiger shark,provoked,1,snorkelling,bit victims head,,head,minor lacerations,male,,2.5,media outlet,townsvilee daily bulletin 2.4.1913,
168,5,1913,injured,NSW,"yamba, clarence river",-29.4,153.3333333,river,bull shark,provoked,1,fishing,bit victim on leg,,leg,minor lacerations,male,,1,media outlet,clarence & richmand river examiner 6.5.1913,
169,6,1913,injured,QLD,"badu island, torres strait",-10.2,142.15,island open ocean,,provoked,1,swimming,bit victim on face,,head,major lacerations,male,,,media outlet,daily mercury 21.6.1913,
170,11,1913,injured,QLD,"moreton bay, sandgate, scroncliffe pier",-27.31666667,153.05,coastal,tiger shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,,,media outlet,"per.comm, the argus 22.11.1913",
171,12,1913,injured,SA,port noarlunga,-35.05,138.45,coastal,white shark,unprovoked,1,swimming,bit victim on leg,,leg,minor lacerations,male,2030,,media outlet,the barrier miner 6.1.1914 & daily herald 5.1.1914,
172,1,1914,uninjured,NSW,"five dock bay, drummoyne",-33.85,151.15,estuary/harbour,bull shark,unprovoked,1,unmotorised boating,bumped hull of craft,Y,other: uninjured,,male,1800,0,media outlet,smh 23.1.1914,
173,1,1914,injured,QLD,"moreton bay, sandgate beach",-27.31666667,153.05,coastal,wobbegong,unprovoked,1,swimming,bit victim on leg,,leg,minor lacerations,female,1000,,media outlet,the brisbane courier 12.1.1914,
174,2,1914,injured,NSW,"parramatta river, sydney harbour",-33.83333333,151.0666667,river,bull shark,unprovoked,1,unmotorised boating,bit canoe,Y,torso,abrasion,male,,0,media outlet,"smh 2.2.1914, the advertiser 2.2.1914",
175,2,1914,injured,SA,"marion bay, yorke peninsula",-35.23333333,136.9666667,coastal,wobbegong,provoked,1,spearfishing,bit victim on foot,,foot,minor lacerations,male,,,media outlet,the advertiser 10.2.1914,
176,4,1914,injured,NSW,"maclean river, lawrence",-29.43333333,153.1833333,river,bull shark,provoked,1,fishing,bit foot,,foot,minor lacerations,male,,1,media outlet,richmond river herald 21.4.1914,
177,6,1914,fatal,VIC,"port phillip bay, sandringham beach",-37.95,145,coastal,white shark,unprovoked,1,swimming,bit victim,,other: body not recovered,,male,,,media outlet,the advertisor 11.6.1914,
178,12,1914,injured,QLD,"magnetic island, picnic bay wharf",-19.16666667,146.8333333,Coastal,,unprovoked,1,swimming,bit thigh,,thigh,minor lacerations,male,,,media outlet,northern miner 4.12.1914,
179,12,1914,injured,WA,"cottesloe beach, perth",-31.98333333,115.7333333,coastal,wobbegong,provoked,1,,bit victim on leg,,calf,minor lacerations,male,,,media outlet,the western mail 18.12.1914,
180,1,1915,fatal,NSW,"sirius cove, sydney harbour",-33.83333333,151.2333333,estuary/harbour,bull shark,unprovoked,1,swimming,bit leg,,thigh,major lacerations,male,,,media outlet,"coppleson, the argus 2.1.1915",
181,2,1915,injured,QLD,moreton bay,-27.26666667,153.2166667,coastal,wobbegong,unprovoked,1,unmotorised boating,bit victim on foot,,foot,minor lacerations,male,,,media outlet,the queenslander 13.2.1915,
182,11,1915,injured,NSW,"manly, north steyne, sydney",-33.78333333,151.2833333,coastal,whaler shark,unprovoked,1,swimming,bit victim on foot,N,"leg, foot",major lacerations,male,,,media outlet,"shark&survl, the advertiser 9.11.1915",
183,11,1915,injured,QLD,"moreton bay, cabbage tree creek",-27.31666667,153.0666667,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on arm & chest,,"arm, torso",minor lacerations,male,,,media outlet,the brisbane courier 11.11.1915,
184,2,1916,uninjured,TAS,burnie,-41.05,145.75,coastal,wobbegong,provoked,1,diving,bit boot,,other: uninjured,,male,,,media outlet,north western advocate 26.2.1916,
185,3,1916,injured,NSW,curl curl beach,-33.76666667,151.2833333,coastal,white shark,unprovoked,1,swimming,bit victim on leg,,leg,minor lacerations,male,,,media outlet,the argus 21.3.1916,
186,11,1916,fatal,QLD,"townsville, kissing point",-19.23333333,146.8,coastal,tiger shark,unprovoked,1,swimming,,,,,male,,,media outlet,cairns post 11.11.1916,
187,11,1916,fatal,QLD,"townsville, strand beach",-19.23333333,146.8166667,coastal,tiger shark,unprovoked,1,swimming,bit victim on leg,,leg,major lacerations,male,1800,,media outlet,cairns post 11.11.1916,
188,11,1916,injured,WA,condon creek - port headland (area),-20,119.3666667,coastal,tiger shark,provoked,1,snorkelling,bit leg,,leg,major lacerations,male,,,media outlet,northern times 25.11.1916,
189,11,1916,fatal,WA,condon creek - broome (area),-20,119.3333333,coastal,tiger shark,provoked,1,snorkelling,bit leg off,,leg,major lacerations,male,,,media outlet,northers times 25.11.1916,
190,12,1916,fatal,NSW,"sugarloaf point, sydney harbour,",-33.78333333,151.2166667,estuary/harbour,bull shark,unprovoked,1,other: standing in water,bit torso,,"arm, torso",major lacerations,male,,1,media outlet,"sharpe, smh 9.12.1916",
191,12,1916,fatal,QLD,yeppoon (mens beach),-23.11666667,150.75,coastal,tiger shark,unprovoked,1,swimming,bit victim on leg,,calf,major lacerations,male,,1,media outlet,the queenslander 6.1.1917,
192,6,1917,injured,QLD,moreton bay,-27.23333333,153.2166667,coastal,whaler shark,provoked,1,fishing,attempted to bite victim,Y,leg,minor lacerations,male,,0,media outlet,the advertiser 15.6.1917,
193,12,1917,injured,WA,port headland,-20.3,118.5833333,coastal,tiger shark,unprovoked,1,swimming,bit victim on leg,,thigh,major lacerations,male,,,media outlet,the western argus 25.12.1917,
194,1,1918,injured,NSW,"port stephens, tea gardens",-32.66666667,152.15,coastal,wobbegong,provoked,1,fishing,bit victim on hand,,"arm, hand",major lacerations,male,,0,media outlet,cairns post 12.3.1918,
195,3,1918,injured,NSW,newcastle beach,-32.91666667,151.7833333,coastal,white shark,unprovoked,,swimming,bit victim on arm,N,"arm, hand",major lacerations,male,1715,,media outlet,"green, shark&survl. ndsl journal, argus 25.3.1918",
196,3,1918,injured,QLD,"kirra beach, coolangatta",-28.15,153.5166667,coastal,wobbegong,provoked,1,swimming,bit foot,,foot,minor lacerations,male,,,media outlet,queensland times 21.3.1918,
197,3,1918,injured,NSW,tweed heads,-28.15,153.1,Coastal,tiger shark,unprovoked,1,swimming,bit leg,,leg,major lacerations,male,,,media outlet,shepparton advertiser 11.4.1918,
198,4,1918,uninjured,NSW,burmagui,-26.41666667,150.0666667,coastal,wobbegong,provoked,1,diving,bit boot,,other: uninjured,,male,,,media outlet,corargo chronicle 6.4.1918,
199,4,1918,uninjured,NSW,"parramatta river, sydney harbour",-33.86666667,151.2,river,bull shark,unprovoked,1,swimming,bumped into victim,,other: uninjured,,male,0900,,media outlet,the argus 10.4.1918,
200,9,1918,fatal,QLD,"townsville, strand beach",-19.25,146.8166667,coastal,tiger shark,unprovoked,1,swimming,bit leg,,leg,major lacerations,male,,0,media outlet,brisbane courier 20.9.1918,
201,11,1918,fatal,QLD,arlington reef (gbr),-16.7,146.05,Ocean/pelagic,tiger shark,provoked,1,snorkelling,bit torso,,torso,major lacerations,male,1500,,media outlet,cairns post 22.11.1918,
202,1,1919,injured,NSW,newcastle beach,-32.91666667,151.7833333,coastal,white shark,unprovoked,1,swimming,bit victim on leg,N,"hand, torso, calf",major lacerations,male,,,media outlet,"baldridge & green, ndsl journal, mercury 20.1.1919",
203,1,1919,fatal,NSW,"sirius cove, sydney harbour",-33.83333333,151.2333333,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,N,thigh,major lacerations,male,0730,1,media outlet,"coppleson & green, the advertiser 10.1.1919.",
204,1,1919,fatal,QLD,"townsville, ross creek",-19.45,146.6,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,,,media outlet,"green & sharpe. p. gilbert p. 519, the advertiser 10.1.1919",
205,12,1919,injured,QLD,bribie island,-27.08333333,153.45,coastal,wobbegong,provoked,1,swimming,bit leg,,leg,minor lacerations,male,,,media outlet,brisbane courier 30.12.1919,
206,12,1919,fatal,NSW,"macleay river, pelican island",-30.91666667,153.0166667,river,bull shark,unprovoked,1,swimming,bit victim on leg,,"calf, foot",major lacerations,male,,,media outlet,"green, the advertiser 10.12.1919.",
207,1,1920,fatal,NSW,throsby creek. newcastle,-32.9,151.75,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,,1,media outlet,"coppleson & green, shark&survl, the argus 16.1.1920",
208,2,1920,uninjured,NSW,tuggerah lake entrance,-33.33333333,151.5,estuary/harbour,wobbegong,provoked,1,spearfishing,bit sock,,other: uninjured,,male,,,media outlet,maitland daily 4.3.1920,
209,3,1920,injured,QLD,"townsville, cleveland bay",-19.25,146.8166667,coastal,tiger shark,unprovoked,1,swimming,bit victim on body,N,torso,major lacerations,male,1900,,media outlet,"coppleson/goadby 1988, argus 11.3.1920",
210,7,1920,injured,QLD,mackay (320km east),-20.9,151.7166667,coastal,tiger shark,provoked,1,snorkelling,bit victim on shoulder/arm,,"arm, shoulder, torso",major lacerations,male,,,media outlet,brisbane courier 6.7.1920,
211,11,1920,injured,NSW,cape halke,-32.2,152.55,coastal,wobbegong,provoked,1,snorkelling,bit hand,,"arm, hand",minor lacerations,male,,,media outlet,northern star 6.11.1920,
212,11,1920,injured,WA,"ocean beach, demark",-35.01666667,117.3333333,coastal,wobbegong,unprovoked,1,other: standing in water,bit victim on leg,,leg,,male,2000,1,media outlet,the west australian 1.12.1920,
213,11,1920,injured,WA,"cottesloe beach, perth",-31.98333333,115.7333333,coastal,wobbegong,unprovoked,1,other: standing in water,bit victim on leg,,"leg, hand",,male,,,media outlet,the western argus 30.11.1920,
214,12,1920,injured,QLD,howick island,-14.5,144.9166667,island open ocean,,provoked,1,fishing,bit leg,,leg,minor lacerations,male,,,media outlet,chronicle 29.9.1938,
215,12,1920,injured,NSW,lismore - wilsons river,-28.8,153.2666667,river,bull shark,unprovoked,1,swimming,bit leg,,leg,minor lacerations,male,,,media outlet,northern star 7.12.1920,
216,10,1921,injured,QLD,hinchinbrook island,-18.23333333,146.65,coastal,tiger shark,provoked,1,snorkelling,bit victim on arm,,arm,major lacerations,male,,,media outlet,brisbane courier 15.10.1921,
217,10,1921,fatal,QLD,"cairns, elford reef (26 miles east)",-16.9,146.2333333,ocean/pelagic,tiger shark,unprovoked,1,swimming,bit victim on leg,,leg,major lacerations,male,,0,media outlet,cairns post 11.10.1921,
218,11,1921,fatal,QLD,"brisbane river, bulimba beach ",-27.43333333,153.15,river,bull shark,unprovoked,1,swimming,bit another person first,N,other: body not recovered,,male,,1,media outlet,"baldridge & green, whitley 1933, argus 28.11.1921",
219,11,1921,injured,QLD,"brisbane river, bulimba beach ",-27.43333333,153.15,river,bull shark,unprovoked,1,swimming,bit victim on body,,"leg, pelvic region",minor lacerations,male,,1,media outlet,"baldridge & green. whitley 1933, argus 28.11.1921",
220,12,1921,injured,QLD,fitzroy river,-23.38333333,150.55,river,bull shark,unprovoked,1,swimming,bit victim on torso,,torso,minor lacerations,male,,,media outlet,the queenslander 17.12.1921,
221,1,1922,injured,NSW,"stockton beach, newcastle",-32.85,151.8333333,coastal,white shark,unprovoked,1,swimming,bit victim on leg,N,thigh,minor lacerations,male,,,media outlet,"green, shark&survl, argus 14.1.1922.",
